order_id,date,month,product_line,channel,units,revenue,returned
100184,2025-01-15,2025-01,Sports & Outdoors,Mobile App,1,62.14,False
100185,2025-01-27,2025-01,Electronics,Mobile App,2,312.97,False
100186,2025-01-19,2025-01,Apparel,Marketplace,3,79.64,False
100187,2025-01-06,2025-01,Apparel,Website,3,172.0,False
100188,2025-01-28,2025-01,Sports & Outdoors,Mobile App,3,177.02,False
100189,2025-01-23,2025-01,Apparel,Website,1,33.43,False
100190,2025-01-01,2025-01,Home & Garden,Website,3,203.17,False
100191,2025-01-26,2025-01,Apparel,Website,2,111.06,False
100192,2025-01-26,2025-01,Apparel,Mobile App,3,86.0,False
100193,2025-01-28,2025-01,Apparel,Marketplace,1,62.89,False
100194,2025-01-03,2025-01,Electronics,Website,2,368.79,False
100195,2025-01-05,2025-01,Beauty,Website,3,118.13,False
100196,2025-01-22,2025-01,Apparel,Website,2,79.74,False
100197,2025-01-02,2025-01,Beauty,Website,3,106.68,False
100198,2025-01-09,2025-01,Apparel,Marketplace,2,87.4,False
100199,2025-01-13,2025-01,Apparel,Website,2,92.43,False
100200,2025-01-05,2025-01,Electronics,Mobile App,3,686.39,False
100201,2025-01-21,2025-01,Electronics,Marketplace,2,153.2,False
100202,2025-01-03,2025-01,Beauty,Website,3,51.87,False
100203,2025-01-24,2025-01,Sports & Outdoors,Website,3,221.88,False
100204,2025-01-12,2025-01,Electronics,Mobile App,3,475.99,False
100205,2025-01-05,2025-01,Electronics,Marketplace,3,637.72,False
100206,2025-01-13,2025-01,Electronics,Website,2,330.35,False
100207,2025-01-11,2025-01,Home & Garden,Mobile App,3,244.64,False
100208,2025-01-25,2025-01,Beauty,Mobile App,1,21.56,False
100209,2025-01-06,2025-01,Electronics,Website,1,200.79,False
100210,2025-01-29,2025-01,Apparel,Website,3,37.76,False
100211,2025-01-19,2025-01,Apparel,Mobile App,2,131.13,False
100212,2025-01-17,2025-01,Home & Garden,Website,2,117.39,False
100213,2025-01-30,2025-01,Electronics,Marketplace,2,408.24,False
100214,2025-01-27,2025-01,Electronics,Mobile App,2,241.95,False
100215,2025-01-13,2025-01,Sports & Outdoors,Mobile App,3,307.89,False
100216,2025-01-31,2025-01,Beauty,Website,3,52.83,False
100217,2025-01-19,2025-01,Electronics,Website,2,381.37,False
100218,2025-01-09,2025-01,Beauty,Mobile App,1,26.33,True
100219,2025-01-02,2025-01,Beauty,Mobile App,2,66.16,False
100220,2025-01-19,2025-01,Electronics,Marketplace,1,112.28,False
100221,2025-01-01,2025-01,Home & Garden,Marketplace,2,216.34,False
100222,2025-01-30,2025-01,Beauty,Website,1,35.31,False
100223,2025-01-15,2025-01,Beauty,Website,1,30.71,False
100224,2025-01-08,2025-01,Home & Garden,Mobile App,2,110.93,False
100225,2025-01-01,2025-01,Apparel,Mobile App,2,128.72,False
100226,2025-01-10,2025-01,Electronics,Website,2,390.02,False
100227,2025-01-11,2025-01,Beauty,Mobile App,3,148.54,False
100228,2025-01-08,2025-01,Beauty,Website,3,93.42,False
100229,2025-01-18,2025-01,Apparel,Website,3,161.74,False
100230,2025-01-16,2025-01,Apparel,Website,1,44.04,True
100231,2025-01-11,2025-01,Beauty,Website,2,62.2,False
100232,2025-01-09,2025-01,Home & Garden,Mobile App,3,320.46,False
100233,2025-01-17,2025-01,Apparel,Mobile App,3,139.52,False
100234,2025-01-23,2025-01,Electronics,Website,2,267.26,False
100235,2025-01-30,2025-01,Apparel,Website,1,65.12,False
100236,2025-01-02,2025-01,Sports & Outdoors,Website,2,143.02,False
100237,2025-01-29,2025-01,Sports & Outdoors,Marketplace,2,25.31,False
100238,2025-01-20,2025-01,Home & Garden,Website,1,34.02,False
100239,2025-01-24,2025-01,Beauty,Mobile App,2,58.2,True
100240,2025-01-29,2025-01,Electronics,Website,2,214.75,False
100241,2025-01-04,2025-01,Home & Garden,Website,3,243.69,False
100242,2025-01-06,2025-01,Home & Garden,Mobile App,1,87.95,True
100243,2025-01-01,2025-01,Sports & Outdoors,Mobile App,1,108.09,False
100244,2025-01-03,2025-01,Electronics,Marketplace,2,416.64,False
100245,2025-01-15,2025-01,Apparel,Mobile App,2,145.89,False
100246,2025-01-13,2025-01,Electronics,Website,1,159.09,False
100247,2025-01-06,2025-01,Electronics,Website,1,296.76,False
100248,2025-01-29,2025-01,Apparel,Marketplace,2,72.02,False
100249,2025-01-24,2025-01,Apparel,Mobile App,1,27.92,False
100250,2025-01-30,2025-01,Beauty,Website,3,129.94,True
100251,2025-01-07,2025-01,Electronics,Marketplace,2,394.63,False
100252,2025-01-29,2025-01,Sports & Outdoors,Website,1,91.69,False
100253,2025-01-25,2025-01,Apparel,Website,2,116.77,False
100254,2025-01-25,2025-01,Home & Garden,Website,3,175.86,False
100255,2025-01-25,2025-01,Sports & Outdoors,Marketplace,2,167.31,False
100256,2025-01-09,2025-01,Home & Garden,Website,2,159.22,False
100257,2025-01-12,2025-01,Electronics,Website,1,265.46,False
100258,2025-01-16,2025-01,Electronics,Website,3,417.53,False
100259,2025-01-17,2025-01,Beauty,Marketplace,1,41.74,False
100260,2025-01-31,2025-01,Sports & Outdoors,Website,1,100.62,False
100261,2025-01-31,2025-01,Apparel,Mobile App,1,54.11,True
100262,2025-01-11,2025-01,Sports & Outdoors,Website,3,341.37,True
100263,2025-01-18,2025-01,Electronics,Mobile App,3,842.11,False
100264,2025-01-02,2025-01,Apparel,Mobile App,1,12.23,False
100265,2025-01-08,2025-01,Sports & Outdoors,Mobile App,3,158.83,False
100266,2025-01-30,2025-01,Electronics,Website,3,601.42,False
100267,2025-01-08,2025-01,Sports & Outdoors,Mobile App,2,254.81,False
100268,2025-01-04,2025-01,Apparel,Mobile App,2,73.32,False
100269,2025-01-22,2025-01,Sports & Outdoors,Website,1,100.71,False
100270,2025-01-14,2025-01,Apparel,Mobile App,3,142.88,False
100271,2025-01-05,2025-01,Electronics,Website,1,73.24,False
100272,2025-01-18,2025-01,Electronics,Website,1,215.62,False
100273,2025-01-07,2025-01,Sports & Outdoors,Website,3,328.48,False
100274,2025-01-28,2025-01,Electronics,Website,2,380.7,False
100275,2025-01-12,2025-01,Sports & Outdoors,Website,3,198.57,False
100276,2025-01-17,2025-01,Apparel,Marketplace,3,78.89,False
100277,2025-01-09,2025-01,Beauty,Website,1,29.52,False
100278,2025-01-28,2025-01,Electronics,Website,2,435.83,False
100279,2025-01-09,2025-01,Apparel,Website,1,29.07,False
100280,2025-01-21,2025-01,Beauty,Mobile App,3,131.6,False
100281,2025-01-12,2025-01,Apparel,Mobile App,3,172.03,False
100282,2025-01-30,2025-01,Sports & Outdoors,Mobile App,3,24.0,False
100283,2025-01-27,2025-01,Electronics,Website,2,474.23,False
100284,2025-01-18,2025-01,Electronics,Marketplace,3,750.96,True
100285,2025-01-10,2025-01,Apparel,Marketplace,1,58.12,False
100286,2025-01-21,2025-01,Sports & Outdoors,Website,3,236.72,False
100287,2025-01-29,2025-01,Apparel,Mobile App,1,52.3,False
100288,2025-01-21,2025-01,Apparel,Mobile App,2,170.92,False
100289,2025-01-20,2025-01,Electronics,Website,3,881.22,False
100290,2025-01-20,2025-01,Electronics,Mobile App,3,458.72,False
100291,2025-01-20,2025-01,Home & Garden,Mobile App,1,92.78,False
100292,2025-01-24,2025-01,Apparel,Marketplace,3,97.18,False
100293,2025-01-19,2025-01,Home & Garden,Website,2,121.82,False
100294,2025-01-04,2025-01,Electronics,Website,2,371.65,False
100295,2025-01-08,2025-01,Home & Garden,Website,1,130.61,False
100296,2025-01-16,2025-01,Electronics,Website,3,583.34,False
100297,2025-01-24,2025-01,Electronics,Mobile App,3,893.4,False
100298,2025-01-10,2025-01,Home & Garden,Mobile App,2,107.48,False
100299,2025-01-19,2025-01,Beauty,Website,2,37.38,False
100300,2025-01-17,2025-01,Beauty,Website,1,47.39,False
100301,2025-01-04,2025-01,Sports & Outdoors,Website,3,462.87,False
100302,2025-01-25,2025-01,Apparel,Website,1,57.46,False
100303,2025-01-23,2025-01,Beauty,Website,3,133.35,False
100304,2025-01-25,2025-01,Electronics,Website,1,163.69,False
100305,2025-01-26,2025-01,Apparel,Website,3,160.27,False
100306,2025-01-04,2025-01,Electronics,Mobile App,3,386.79,False
100307,2025-01-06,2025-01,Electronics,Website,1,43.31,False
100308,2025-01-06,2025-01,Electronics,Website,1,196.65,False
100309,2025-01-27,2025-01,Apparel,Mobile App,2,71.98,False
100310,2025-01-20,2025-01,Sports & Outdoors,Marketplace,2,16.0,False
100311,2025-01-26,2025-01,Beauty,Website,3,144.79,True
100312,2025-01-19,2025-01,Electronics,Website,2,365.73,False
100313,2025-01-20,2025-01,Apparel,Website,3,181.76,False
100314,2025-01-24,2025-01,Sports & Outdoors,Marketplace,3,345.49,False
100315,2025-01-24,2025-01,Home & Garden,Marketplace,1,27.13,False
100316,2025-01-20,2025-01,Apparel,Website,1,35.83,False
100317,2025-01-24,2025-01,Beauty,Mobile App,2,50.66,False
100318,2025-01-07,2025-01,Apparel,Marketplace,3,151.05,False
100319,2025-01-31,2025-01,Apparel,Website,3,85.36,False
100320,2025-01-01,2025-01,Electronics,Website,2,304.6,False
100321,2025-01-18,2025-01,Beauty,Website,2,68.7,False
100322,2025-01-12,2025-01,Apparel,Website,3,136.29,False
100323,2025-01-24,2025-01,Electronics,Mobile App,1,29.61,False
100324,2025-01-06,2025-01,Electronics,Website,1,83.57,False
100325,2025-01-23,2025-01,Sports & Outdoors,Website,3,296.98,False
100326,2025-01-03,2025-01,Beauty,Mobile App,1,47.48,False
100327,2025-01-05,2025-01,Apparel,Website,1,56.54,False
100328,2025-01-07,2025-01,Beauty,Website,3,92.99,False
100329,2025-01-09,2025-01,Sports & Outdoors,Website,1,179.78,False
100330,2025-01-20,2025-01,Apparel,Website,2,97.56,False
100331,2025-01-05,2025-01,Sports & Outdoors,Mobile App,1,15.98,False
100332,2025-01-17,2025-01,Sports & Outdoors,Website,1,63.12,False
100333,2025-01-19,2025-01,Beauty,Marketplace,1,12.99,False
100334,2025-01-02,2025-01,Home & Garden,Mobile App,3,254.03,False
100335,2025-01-20,2025-01,Apparel,Website,1,48.9,False
100336,2025-01-16,2025-01,Electronics,Mobile App,2,271.49,False
100337,2025-01-25,2025-01,Home & Garden,Website,3,97.52,False
100338,2025-01-15,2025-01,Beauty,Marketplace,3,187.21,False
100339,2025-01-12,2025-01,Electronics,Marketplace,2,249.59,False
100340,2025-01-20,2025-01,Electronics,Mobile App,3,479.53,False
100341,2025-01-15,2025-01,Electronics,Mobile App,3,215.19,False
100342,2025-01-10,2025-01,Beauty,Website,2,32.28,False
100343,2025-01-10,2025-01,Electronics,Website,2,403.94,False
100344,2025-01-24,2025-01,Electronics,Marketplace,1,134.11,False
100345,2025-01-17,2025-01,Sports & Outdoors,Mobile App,1,94.56,False
100346,2025-01-17,2025-01,Beauty,Website,2,26.64,True
100347,2025-01-11,2025-01,Beauty,Mobile App,3,24.0,False
100348,2025-01-04,2025-01,Electronics,Mobile App,2,448.38,False
100349,2025-01-26,2025-01,Electronics,Mobile App,3,475.39,False
100350,2025-01-06,2025-01,Sports & Outdoors,Website,3,323.66,False
100351,2025-01-05,2025-01,Apparel,Website,1,80.31,False
100352,2025-01-01,2025-01,Beauty,Mobile App,1,34.87,False
100353,2025-01-13,2025-01,Home & Garden,Website,3,106.99,False
100354,2025-01-22,2025-01,Electronics,Website,2,235.32,False
100355,2025-01-14,2025-01,Apparel,Mobile App,1,25.96,False
100356,2025-01-21,2025-01,Apparel,Mobile App,3,119.22,False
100357,2025-01-15,2025-01,Sports & Outdoors,Website,3,214.14,False
100358,2025-01-11,2025-01,Home & Garden,Mobile App,2,92.05,False
100359,2025-01-11,2025-01,Home & Garden,Mobile App,3,136.08,False
100360,2025-01-02,2025-01,Apparel,Website,2,65.16,False
100361,2025-01-24,2025-01,Beauty,Website,1,34.86,False
100362,2025-01-17,2025-01,Home & Garden,Marketplace,2,76.12,False
100363,2025-01-20,2025-01,Beauty,Website,2,70.27,False
100364,2025-01-16,2025-01,Electronics,Website,3,687.16,False
100365,2025-01-19,2025-01,Apparel,Website,1,47.87,False
100366,2025-01-12,2025-01,Beauty,Website,3,90.32,False
100367,2025-01-04,2025-01,Apparel,Mobile App,3,166.3,False
100368,2025-01-10,2025-01,Beauty,Website,2,79.35,False
100369,2025-01-05,2025-01,Beauty,Marketplace,3,31.53,False
100370,2025-01-11,2025-01,Apparel,Mobile App,1,59.16,False
100371,2025-01-04,2025-01,Home & Garden,Mobile App,2,182.77,False
100372,2025-01-12,2025-01,Beauty,Website,2,88.48,False
100373,2025-01-14,2025-01,Sports & Outdoors,Mobile App,3,272.36,False
100374,2025-01-20,2025-01,Home & Garden,Website,2,155.07,False
100375,2025-01-22,2025-01,Electronics,Website,3,496.9,False
100376,2025-01-17,2025-01,Electronics,Website,3,500.66,False
100377,2025-01-06,2025-01,Electronics,Website,1,178.36,False
100378,2025-01-22,2025-01,Apparel,Mobile App,1,45.17,False
100379,2025-01-04,2025-01,Home & Garden,Website,1,44.67,False
100380,2025-01-15,2025-01,Sports & Outdoors,Website,3,247.47,False
100381,2025-01-11,2025-01,Apparel,Website,2,77.12,False
100382,2025-01-07,2025-01,Sports & Outdoors,Website,2,223.47,False
100383,2025-01-24,2025-01,Apparel,Website,2,143.78,False
100384,2025-01-12,2025-01,Electronics,Mobile App,1,103.58,False
100385,2025-01-17,2025-01,Beauty,Website,3,74.04,False
100386,2025-01-22,2025-01,Apparel,Website,1,21.94,False
100387,2025-01-03,2025-01,Beauty,Marketplace,1,46.75,False
100388,2025-01-17,2025-01,Sports & Outdoors,Marketplace,1,90.01,False
100389,2025-01-23,2025-01,Sports & Outdoors,Marketplace,3,314.64,False
100390,2025-01-03,2025-01,Home & Garden,Mobile App,3,169.43,False
100391,2025-01-16,2025-01,Beauty,Website,1,46.22,False
100392,2025-01-17,2025-01,Electronics,Website,2,262.65,False
100393,2025-01-01,2025-01,Apparel,Website,2,82.44,False
100394,2025-01-17,2025-01,Apparel,Mobile App,3,142.32,False
100395,2025-01-25,2025-01,Home & Garden,Marketplace,1,74.39,False
100396,2025-01-20,2025-01,Apparel,Website,3,106.09,False
100397,2025-01-10,2025-01,Electronics,Mobile App,1,179.17,False
100398,2025-01-01,2025-01,Home & Garden,Mobile App,3,284.65,False
100399,2025-01-08,2025-01,Apparel,Marketplace,2,74.48,False
100400,2025-01-09,2025-01,Home & Garden,Website,1,78.01,False
100401,2025-01-07,2025-01,Electronics,Website,2,294.58,True
100402,2025-01-22,2025-01,Electronics,Mobile App,2,111.34,True
100403,2025-01-15,2025-01,Electronics,Website,1,132.63,False
100404,2025-01-27,2025-01,Home & Garden,Website,2,154.0,False
100405,2025-01-27,2025-01,Apparel,Mobile App,2,114.32,True
100406,2025-01-31,2025-01,Beauty,Website,2,75.23,False
100407,2025-01-09,2025-01,Sports & Outdoors,Website,3,204.77,False
100408,2025-01-17,2025-01,Electronics,Marketplace,1,159.56,False
100409,2025-01-04,2025-01,Electronics,Website,3,802.9,False
100410,2025-01-01,2025-01,Apparel,Marketplace,1,50.68,False
100411,2025-01-02,2025-01,Electronics,Marketplace,1,165.85,False
100412,2025-01-31,2025-01,Electronics,Mobile App,1,80.0,False
100413,2025-01-13,2025-01,Electronics,Website,3,721.65,False
100414,2025-01-22,2025-01,Apparel,Website,1,60.38,False
100415,2025-01-15,2025-01,Home & Garden,Website,1,95.25,False
100416,2025-01-10,2025-01,Electronics,Website,3,322.73,False
